objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Android: Netrunner – Data and Destiny","178866","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","52177887","5.84283","8.43239","3.1429","0","2992","thing","Android: Netrunner – Data and Destiny","2","2","45","45","45","2015","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Democracy and Dogma","186860","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","56379713","5.63584","8.11778","3","0","1762","thing","Android: Netrunner – Democracy and Dogma","2","2","45","45","45","2016","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Double Time","149085","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","52177878","5.8402","8.14027","3.5882","0","3571","thing","Android: Netrunner – Double Time","2","2","45","45","45","2014","2","2","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Doutes","143694","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","38971446","5.91128","8.10407","3.1739","0","4063","thing","Android: Netrunner – Second Thoughts","2","2","45","45","45","2013","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Escalation","206988","0","0","0","1","0","0","0","0","0","0","0","1","Imaginaire","","","","","66255934","5.6218","8.32243","0","0","1494","thing","Android: Netrunner – Escalation","2","2","45","45","45","2016","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Exode Cybernétique","133500","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","23121032","6.17069","8.16161","3.3056","0","6030","thing","Android: Netrunner – Cyber Exodus","2","2","45","45","45","2013","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Edge Entertainment; Fantasy Flight Games","French","2013","French edition"
"Android: Netrunner – Fear and Loathing","147739","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","52177885","5.84708","8.17101","3.4706","0","3635","thing","Android: Netrunner – Fear and Loathing","2","2","45","45","45","2014","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Fear the Masses","190021","0","0","0","1","0","0","0","0","0","0","0","1","Imaginaire","","","","","66255977","5.61151","8.13545","0","0","1620","thing","Android: Netrunner – Fear the Masses","2","2","45","45","45","2016","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – First Contact","157482","0","0","0","1","0","0","0","0","0","0","0","1","Imaginaire","","","","","67027761","5.74933","8.16863","3.375","0","2761","thing","Android: Netrunner – First Contact","2","2","45","45","45","2014","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Free Mars","225576","0","0","0","1","0","0","0","0","0","0","0","1","Imaginaire","","","","","66255970","5.59372","8.22414","0","0","1210","thing","Android: Netrunner – Free Mars","2","2","60","60","30","2017","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Honneur et profit","152314","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","25488141","6.04502","8.29293","3.25","0","4731","thing","Android: Netrunner – Honor and Profit","2","2","45","45","45","2014","2","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Infimes Quantités","132005","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","23121033","6.17805","8.12173","3.28","0","6095","thing","Android: Netrunner – Trace Amount","2","2","45","45","45","2013","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Edge Entertainment; Fantasy Flight Games","French","2013","French edition"
"Android: Netrunner – Intervention","206989","0","0","0","1","0","0","0","0","0","0","0","1","Imaginaire","","","","","66255939","5.61493","8.25728","0","0","1424","thing","Android: Netrunner – Intervention","2","2","45","45","45","2016","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Kala Ghoda","180303","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","80610077","5.64049","8.11748","3.5","0","1841","thing","Android: Netrunner – Kala Ghoda","2","2","45","45","45","2016","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – L'Ombre de l'Humanité","136147","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","23121038","6.07573","8.15614","3.2581","0","5310","thing","Android: Netrunner – Humanity's Shadow","2","2","45","45","45","2013","2","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Edge Entertainment; Fantasy Flight Games","French","2013","French edition"
"Android: Netrunner – La Baie des Brisants","172404","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","80610071","5.71378","8.2661","3.6667","0","2327","thing","Android: Netrunner – Breaker Bay","2","2","45","45","45","2015","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – La Cité de Chrome","172620","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","80610067","5.68643","8.21145","3","0","2054","thing","Android: Netrunner – Chrome City","2","2","45","45","45","2015","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – La Source","162359","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","80610074","5.73461","8.17544","3.75","0","2628","thing","Android: Netrunner – The Source","2","2","45","45","45","2014","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Les Affaires Avant Tout","182375","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","80756898","5.63584","8.07101","3.3333","0","1770","thing","Android: Netrunner – Business First","2","2","45","0","45","2016","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Mala Tempora","144640","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","38971447","5.88564","8.13751","3.2632","0","3983","thing","Android: Netrunner – Mala Tempora","2","2","45","45","45","2013","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Martial Law","212398","0","0","0","1","0","0","0","0","0","0","0","1","Imaginaire","","","","","66255967","5.60809","8.1758","0","0","1391","thing","Android: Netrunner – Martial Law","2","2","45","45","45","2016","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Old Hollywood","175436","0","0","0","1","0","0","0","0","0","0","0","1","Imaginaire","","","","","66255958","5.68077","8.21541","0","0","2068","thing","Android: Netrunner – Old Hollywood","2","2","45","0","45","2015","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Order and Chaos","164314","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","52177890","5.94763","8.36803","3","0","3698","thing","Android: Netrunner – Order and Chaos","2","2","45","45","45","2015","2","2","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Ouvertures","142727","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","38971444","5.9851","8.21844","3.4167","0","4463","thing","Android: Netrunner – Opening Moves","2","2","45","45","45","2013","","","","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Quorum","212399","0","0","0","1","0","0","0","0","0","0","0","1","Imaginaire","","","","","66255973","5.60445","8.22105","0","0","1371","thing","Android: Netrunner – Quorum","2","2","45","45","45","2017","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Salsette Island","186862","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","56379715","5.62687","8.13413","0","0","1685","thing","Android: Netrunner – Salsette Island","2","2","45","45","45","2016","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Technologies d'Avenir","137863","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","23121042","6.08072","8.18725","3.3793","0","5308","thing","Android: Netrunner – Future Proof","2","2","45","45","45","2013","2","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Edge Entertainment; Fantasy Flight Games","French","2013","French edition"
"Android: Netrunner – The Liberated Mind","189314","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","56379716","5.62555","8.16992","0","0","1690","thing","Android: Netrunner – The Liberated Mind","2","2","45","0","45","2016","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – The Spaces Between","156112","0","0","0","1","0","0","0","0","0","0","0","1","Imaginaire","","","","","67027738","5.76722","8.1663","3.3636","0","2879","thing","Android: Netrunner – The Spaces Between","2","2","45","45","45","2014","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – The Underway","173909","0","0","0","1","0","0","0","0","0","0","0","1","Imaginaire","","","","","66255956","5.68541","8.274","3","0","2041","thing","Android: Netrunner – The Underway","2","2","45","45","45","2015","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – The Universe of Tomorrow","176426","0","0","0","1","0","0","0","0","0","0","0","1","Imaginaire","","","","","67027744","5.66893","8.25981","3","0","1999","thing","Android: Netrunner – The Universe of Tomorrow","2","2","45","45","45","2015","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – The Valley","168823","0","0","0","1","0","0","0","0","0","0","0","1","Imaginaire","","","","","67027754","5.70857","8.28561","3","0","2316","thing","Android: Netrunner – The Valley","2","2","45","45","45","2015","2","2","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Tout ce qui Reste","160683","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","80610079","5.75542","8.18854","3.5556","0","2795","thing","Android: Netrunner – All That Remains","2","2","45","45","45","2014","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – True Colors","146243","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","52177875","5.88299","8.14947","3.5","0","3966","thing","Android: Netrunner – True Colors","2","2","45","45","45","2013","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Android: Netrunner – Une Étude en Neige","135103","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","23121036","6.0822","8.06454","3.1765","0","5438","thing","Android: Netrunner – A Study in Static","2","2","45","45","45","2013","2","2","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Edge Entertainment; Fantasy Flight Games","French","2013","French edition"
"Android: Netrunner – Up and Over","159073","0","0","0","1","0","0","0","0","0","0","0","1","Imaginaire","","","","","67027735","5.75355","8.2241","3.2857","0","2711","thing","Android: Netrunner – Up and Over","2","2","45","0","45","2014","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
